session_id,prefix_len,label,session_length_so_far,unique_nodes,unique_node_ratio,revisit_ratio,repeated_transition_ratio,backtrack_count,self_loop_ratio,mean_depth,leaf_visit_ratio,out_degree_mean,mean_hop_distance,far_jump_ratio,mean_delta_t,std_delta_t,burstiness,low_latency_ratio,category_switch_rate,transition_entropy,normalized_transition_entropy,category_entropy,normalized_category_entropy,node_entropy,normalized_node_entropy,navigation_entropy_score
bot_0111,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7117922857316037,0.16435062020169003,-0.6248314764892862,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0112,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.684724544576967,0.2579040605335619,-0.45279814523913986,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0112,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.711893917376175,0.18596712957331973,-0.5857552118890831,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0112,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.6889435656906263,0.19549187631726406,-0.5579284433164541,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0112,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7082210949153604,0.16397285131681044,-0.6239991070216344,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0112,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6965943082364288,0.1546867888310896,-0.6365788236953631,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0113,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6192554972873479,0.1107180276799164,-0.6966519362880137,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0113,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.710289373823612,0.177031328042396,-0.6009755488176832,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0113,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7008829622412645,0.13672702801907913,-0.6735305700530577,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0113,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6978284030439634,0.12308333528975232,-0.7001301612775411,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0113,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6853273174729548,0.13318357686686577,-0.6745710343311031,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0114,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.4509285075917585,0.043324762757915164,-0.8246859844659649,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0114,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.5325630055024689,0.11642349762336573,-0.6412144256849301,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0114,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.678774476981477,0.15739236216599806,-0.6235383782344932,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0114,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6524833446538819,0.15783219213470936,-0.6104426363087562,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0114,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6450693873574713,0.15123267361139645,-0.6201625462895567,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0115,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.610284009065936,0.0344157876726332,-0.8932346873793445,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0115,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.7260761621849383,0.16038769386662852,-0.6381404774222434,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0115,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.6999131119399727,0.1673568939476245,-0.6140604591153938,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0115,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6895631730374162,0.15034056596252046,-0.6420052465975943,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0115,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7001555687456884,0.14226184401841452,-0.6622533156060221,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0116,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.5940180890394785,0.01795259867042731,-0.9413285667729974,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0116,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6974935160622773,0.12194396838257023,-0.7023715153446151,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0116,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.6665352856339207,0.16517058155653386,-0.6028149179361001,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0116,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6431539310221458,0.20308937812921674,-0.5200213084511576,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0116,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6711911095687949,0.1942992333353003,-0.5510077381491233,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0117,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.7553815148983349,0.1253855706189107,-0.7152809802258316,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0117,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.8197133628925921,0.20556383685299168,-0.5990082742423198,0.75,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0117,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7595544033576448,0.17053254973711776,-0.6332976198199763,0.8888888888888888,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0117,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7430124440399615,0.15409842278754246,-0.65645623414977,0.9285714285714286,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0117,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.737375616224067,0.15890913921163086,-0.6454047929569378,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0118,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.8146355294286146,0.14559425449268837,-0.696751221570897,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0118,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.7002172937066578,0.20415748946588597,-0.5485113179522716,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0118,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7050034469900636,0.22810767894531053,-0.511081429413566,0.8888888888888888,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0118,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6998981649704493,0.19722680048717023,-0.5603136506482891,0.9285714285714286,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0118,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6692789656439369,0.20576604265063209,-0.5297018080209094,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0119,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6173991132451697,0.15594578013307198,-0.5966979766250318,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0119,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6384449263102165,0.13026307783835214,-0.6610856732716521,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0119,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.5923524419404066,0.18589468432029713,-0.5222733806587175,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0119,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6227753318532984,0.2233303946403967,-0.472098137035689,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0119,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.648749038908672,0.20658806270611818,-0.516943524801857,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0120,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.9115202348269789,0.012353622177661727,-0.9732569071329408,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0120,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.8400380528337854,0.16437263285646328,-0.6726983589516404,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0120,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7845079904320764,0.1318606229732343,-0.7122105208662091,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0120,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7676782336248342,0.13003048115766067,-0.7103058508479209,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0120,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7741375628728877,0.14460162358326956,-0.68521725052125,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0121,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6553822031226514,0.20878940783729108,-0.5167871631298723,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0121,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6543202284124058,0.22809119525045987,-0.48302755577741835,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0121,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.749400394508707,0.2638924087412443,-0.47913888681562194,0.8888888888888888,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0121,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7716696187508534,0.24663698721914024,-0.5155938579339671,0.8571428571428571,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0121,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7386972003193505,0.22174516888139384,-0.5382436760553899,0.8947368421052632,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0122,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6202948226298005,0.010945694929625716,-0.9653200495686012,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0122,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6976588698122874,0.14308993710968362,-0.6596131069551107,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0122,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.709465051070733,0.22895992143040958,-0.5120336134700831,0.8888888888888888,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0122,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7229505406016861,0.21333617186543524,-0.5442930695805923,0.9285714285714286,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0122,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6982878047903638,0.2149596054596859,-0.5292412482159039,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0123,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.7705875977801806,0.0571027986620567,-0.8620189411221668,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0123,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.7078513875449772,0.08957113556230467,-0.7753483681065925,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0123,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7543102561740641,0.11641945043604957,-0.7325933649621567,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0123,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7074462576724685,0.15609811481637983,-0.6384711202124228,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0123,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.722610221000781,0.16259796913534832,-0.6326333828647843,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0124,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6164152037987043,0.017675239494668926,-0.944250099708596,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0124,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.8479240789731113,0.24100832033856134,-0.557349344200052,0.75,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0124,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.8457755633099184,0.20835073206678348,-0.6046949346001708,0.6666666666666666,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0124,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.8460712782108245,0.22301962391329055,-0.5827864151304895,0.5714285714285714,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0124,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.8243891105939046,0.20042501576901495,-0.6088558683703429,0.6842105263157895,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0125,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.8806223546678589,0.028871644185822387,-0.9365105339403846,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0125,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.7668752614631191,0.17722556068842601,-0.6245622151148215,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0125,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7482949731595934,0.17452237058656173,-0.6217618323511513,0.8888888888888888,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0125,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.7755647610134798,0.1645395341961184,-0.6499547230354183,0.8571428571428571,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0125,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7563880608005582,0.1938314083603775,-0.5920281268672913,0.8421052631578947,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0126,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.6618943234252886,0.06016188114278076,-0.833359561867433,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0126,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6655956315301672,0.04479769826152957,-0.8738791697983278,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0126,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.6489926757078218,0.054948332426516554,-0.8438837010727742,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0126,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6229875552320987,0.08568456658867908,-0.7581827647783538,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0126,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.6365469904434429,0.13550182385644516,-0.6489812008083417,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0127,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.7239258086755761,0.016596597165939753,-0.9551759756760373,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0127,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.7709346187261392,0.0754494195734247,-0.8217135102760041,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0127,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.7146918416776248,0.1063603079774113,-0.7409170464455921,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0127,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.6990703258717132,0.12231892844219895,-0.702165744682479,1.0,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0127,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.688816358679793,0.13798103401850909,-0.6662276992233855,1.0,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
bot_0128,3,bot,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.666666666666667,1.0,0.0,0.7103798986588268,0.17521884282334976,-0.6042929272232346,1.0,0.5,1.0,1.0,0.9182958340544896,0.9182958340544896,1.584962500721156,1.0,0.7795739585136224
bot_0128,5,bot,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,1.0,0.0,0.6442634047631379,0.1510729108889561,-0.620103073590719,1.0,0.5,2.0,1.0,1.3709505944546687,0.8649735207179273,2.321928094887362,1.0,0.7662433801794819
bot_0128,10,bot,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.1,0.1,2.3,222.77777777777777,0.2222222222222222,0.6865033186673591,0.19112138704206175,-0.564457596057371,1.0,0.6666666666666666,3.169925001442312,1.0,1.360964047443681,0.858672711073255,3.321928094887362,1.0,0.8146681777683138
bot_0128,15,bot,15.0,15.0,1.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.06666666666666667,1.8666666666666667,357.42857142857144,0.35714285714285715,0.737922029313742,0.17875008062121775,-0.6100021399496913,0.9285714285714286,0.7857142857142857,3.8073549220576055,1.0000000000000004,1.272905595320056,0.8031140135750123,3.906890595608518,0.9999999999999998,0.8329213605366104
bot_0128,20,bot,20.0,20.0,1.0,0.0,0.0,0.0,0.0,2.35,0.05,1.95,421.2105263157895,0.42105263157894735,0.7307419478691073,0.15851875167903456,-0.6434819355908064,0.9473684210526315,0.6842105263157895,4.247927513443583,0.9999999999999996,1.1883763717345073,0.7497820113685955,4.321928094887363,1.0,0.8190244502105697
